DATE;CMIG4;SUZB3
26/03/2021 10:00;12.43;72.69
25/03/2021 17:30;12.45;73.1
25/03/2021 14:00;12.44;73.2
25/03/2021 10:00;12.33;72.85
24/03/2021 17:30;12.14;73.36
24/03/2021 14:00;12.06;73.66
24/03/2021 10:00;12.42;75.28
23/03/2021 17:30;12.26;71.56
23/03/2021 14:00;12.31;71.77
23/03/2021 10:00;12.38;72.21
22/03/2021 17:30;12.36;72.16
22/03/2021 14:00;12.31;72.41
22/03/2021 10:00;12.3;71.38
19/03/2021 17:30;12.5;73.29
19/03/2021 14:00;12.5;74.00
19/03/2021 10:00;12.63;74.14
18/03/2021 17:30;12.26;75.57
18/03/2021 14:00;12.26;75.3
18/03/2021 10:00;12.22;75.93
17/03/2021 17:30;12.2;76.21
17/03/2021 14:00;12.16;76.55
17/03/2021 10:00;12.08;75.4
16/03/2021 17:30;12.07;75.3
16/03/2021 14:00;12.1;75.25
16/03/2021 10:00;12.1;75.84
15/03/2021 17:30;12.17;72.16
15/03/2021 14:00;12.23;72.85
15/03/2021 10:00;12.23;72.54
12/03/2021 14:00;12.09;74.25
12/03/2021 10:00;12.15;73.31
11/03/2021 14:00;12.04;74.16
11/03/2021 10:00;12.02;72.29
10/03/2021 14:00;11.91;74.86
10/03/2021 10:00;11.75;75.45
09/03/2021 14:00;11.36;79.18
09/03/2021 10:00;11.64;77.2
08/03/2021 14:00;11.48;75.37
08/03/2021 10:00;11.95;74.46
05/03/2021 14:00;11.92;76.1
05/03/2021 10:00;11.88;75.4
04/03/2021 14:00;12.15;73.6
04/03/2021 10:00;12.31;74.41
03/03/2021 14:00;11.77;73.5
03/03/2021 10:00;11.52;72.53
02/03/2021 14:00;11.87;73.53
02/03/2021 10:00;11.43;74.01
01/03/2021 14:00;11.53;74.49
01/03/2021 10:00;11.79;74.07
26/02/2021 14:00;11.96;73.17
26/02/2021 10:00;12.11;74.4
25/02/2021 14:00;11.97;74.39
25/02/2021 10:00;12.29;75.49
24/02/2021 14:00;12.38;75.76
24/02/2021 10:00;12.4;76.82
23/02/2021 14:00;12.42;76.61
23/02/2021 10:00;12.52;75.86
22/02/2021 14:00;12.3;76.88
22/02/2021 10:00;12.15;78.62
19/02/2021 14:00;12.74;75.03
19/02/2021 10:00;12.84;74.73
18/02/2021 14:00;12.9;74.04
18/02/2021 10:00;12.92;73.9
17/02/2021 14:00;13.24;72.39
17/02/2021 10:00;13.19;71.92
12/02/2021 14:00;13.53;70.72
12/02/2021 10:00;13.5;70.34
11/02/2021 14:00;13.74;70.66
11/02/2021 10:00;13.88;69.81
10/02/2021 14:00;13.73;68.2
10/02/2021 10:00;13.73;67.67
09/02/2021 14:00;13.92;66.7
09/02/2021 10:00;14.18;66.14
08/02/2021 14:00;14.16;65.97
08/02/2021 10:00;14.37;66.57
05/02/2021 14:00;14.14;66.5
05/02/2021 10:00;14.28;66.26
04/02/2021 14:00;14.29;64.66
04/02/2021 10:00;14.31;64.02
03/02/2021 14:00;14.42;63.85
03/02/2021 10:00;14.53;63.07
02/02/2021 14:00;14.28;63.08
02/02/2021 10:00;14.39;62.07
01/02/2021 14:00;14.14;64.23
01/02/2021 10:00;13.96;62.95
29/01/2021 14:00;13.7;62.05
29/01/2021 10:00;13.96;62.3
28/01/2021 14:00;14.15;62.93
28/01/2021 10:00;14.06;62.87
27/01/2021 14:00;13.46;62.3
27/01/2021 10:00;13.42;63.46
26/01/2021 14:00;13.48;66.2
26/01/2021 10:00;13.6;65.88
22/01/2021 14:00;13.8;64.36
22/01/2021 10:00;13.61;64.81
21/01/2021 14:00;13.83;65.43
21/01/2021 10:00;13.82;65.21
20/01/2021 14:00;13.84;65.9
20/01/2021 10:00;13.88;66.25
19/01/2021 14:00;14.18;65.21
19/01/2021 10:00;14.36;65.64
18/01/2021 14:00;14.43;63.29
18/01/2021 10:00;14.63;63.79
15/01/2021 14:00;14.67;61.15
15/01/2021 10:00;14.85;61.87
14/01/2021 14:00;15.01;59.66
14/01/2021 10:00;14.9;59.87
13/01/2021 14:00;14.79;60.00
13/01/2021 10:00;14.49;59.13
12/01/2021 14:00;14.66;61.23
12/01/2021 10:00;14.54;62.36
11/01/2021 14:00;14.72;61.31
11/01/2021 10:00;14.85;61.79
08/01/2021 14:00;15.25;62.78
08/01/2021 10:00;15.28;60.99
07/01/2021 14:00;14.27;62.49
07/01/2021 10:00;14.52;61.16
06/01/2021 14:00;14.46;57.52
06/01/2021 10:00;14.54;58.49
05/01/2021 14:00;14.14;58.64
05/01/2021 10:00;14.17;57.88
04/01/2021 14:00;14.14;58.91
04/01/2021 10:00;14.22;58.28
30/12/2020 14:00;14.56;58.54
30/12/2020 10:00;14.42;58.35
29/12/2020 14:00;14.47;57.21
29/12/2020 10:00;14.43;57.04
28/12/2020 14:00;14.52;57.16
28/12/2020 10:00;14.59;57.2
23/12/2020 14:00;14.18;56.37
23/12/2020 10:00;14.26;56.98
22/12/2020 14:00;13.85;57.68
22/12/2020 10:00;13.74;56.76
21/12/2020 14:00;13.5;55.22
21/12/2020 10:00;13.55;55.23
18/12/2020 14:00;13.96;56.43
18/12/2020 10:00;13.88;57.04
17/12/2020 14:00;13.81;54.96
17/12/2020 10:00;13.67;55.19
16/12/2020 14:00;13.48;54.37
16/12/2020 10:00;13.41;53.94
15/12/2020 14:00;13.48;53.5
15/12/2020 10:00;13.57;53.48
14/12/2020 14:00;13.59;51.66
14/12/2020 10:00;13.7;51.08
11/12/2020 14:00;13.69;51.42
11/12/2020 10:00;13.49;50.63
10/12/2020 14:00;13.24;50.55
10/12/2020 10:00;13.07;51.6
09/12/2020 14:00;13.02;52.48
09/12/2020 10:00;13.13;52.76
08/12/2020 14:00;13.05;52.83
08/12/2020 10:00;13.09;52.66
07/12/2020 14:00;13.23;52.75
07/12/2020 10:00;13.23;52.61
04/12/2020 14:00;12.66;52.8
04/12/2020 10:00;12.75;53.55
03/12/2020 14:00;12.91;51.98
03/12/2020 10:00;13.12;51.55
02/12/2020 14:00;13.01;54.58
02/12/2020 10:00;13.05;55.58
01/12/2020 14:00;12.95;57.46
01/12/2020 10:00;12.86;57.3
30/11/2020 14:00;12.63;56.5
30/11/2020 10:00;12.53;55.85
27/11/2020 14:00;12.45;55.53
27/11/2020 10:00;12.54;55.27
26/11/2020 14:00;12.31;53.4
26/11/2020 10:00;12.34;52.99
25/11/2020 14:00;12.42;50.53
25/11/2020 10:00;12.39;49.64
24/11/2020 14:00;12.28;50.1
24/11/2020 10:00;12.13;50.01
23/11/2020 14:00;11.85;50.62
23/11/2020 10:00;11.8;50.71
20/11/2020 14:00;11.67;51.23
20/11/2020 10:00;11.76;50.71
19/11/2020 14:00;11.95;50.21
19/11/2020 10:00;11.91;50.15
18/11/2020 14:00;12.05;50.74
18/11/2020 10:00;12.08;50.16
17/11/2020 14:00;11.89;51.3
17/11/2020 10:00;11.92;52.56
16/11/2020 14:00;11.75;53.09
16/11/2020 10:00;11.74;52.79
13/11/2020 14:00;11.32;51.94
13/11/2020 10:00;11.28;51.94
12/11/2020 14:00;11.03;48.57
12/11/2020 10:00;11.24;48.5
11/11/2020 14:00;11.29;48.35
11/11/2020 10:00;11.5;48.54
10/11/2020 14:00;11.69;47.97
10/11/2020 10:00;11.64;48.08
09/11/2020 14:00;11.44;48.68
09/11/2020 10:00;11.51;48.59
06/11/2020 14:00;11.2;49.9
06/11/2020 10:00;11.16;50.17
05/11/2020 14:00;11.05;51.3
05/11/2020 10:00;10.94;50.92
04/11/2020 14:00;10.66;51.63
04/11/2020 10:00;10.84;51.95
03/11/2020 14:00;10.33;52.68
03/11/2020 10:00;10.46;52.44
30/10/2020 17:30;10.29;49.98
30/10/2020 14:00;10.25;50.05
30/10/2020 10:00;10.19;51.03
29/10/2020 17:30;10.37;49.85
29/10/2020 14:00;10.39;50.17
29/10/2020 10:00;10.34;49.68
28/10/2020 17:30;10.35;48.11
28/10/2020 14:00;10.45;48.52
28/10/2020 10:00;10.53;48.69
27/10/2020 17:30;10.63;49.61
27/10/2020 14:00;10.73;50.1
27/10/2020 10:00;10.95;50.37
26/10/2020 17:30;10.95;51.14
26/10/2020 14:00;10.93;51.00
26/10/2020 10:00;10.95;50.65
23/10/2020 17:30;10.91;51.08
23/10/2020 14:00;10.91;51.21
23/10/2020 10:00;11.02;50.99
22/10/2020 17:30;11.04;51.6
22/10/2020 14:00;11.00;51.6
22/10/2020 10:00;10.99;51.34
21/10/2020 17:30;10.92;49.95
21/10/2020 14:00;10.93;50.02
21/10/2020 10:00;10.91;50.34
20/10/2020 17:30;10.96;50.58
20/10/2020 14:00;10.96;50.69
20/10/2020 10:00;11.02;50.19
19/10/2020 17:30;10.77;49.92
19/10/2020 14:00;10.82;50.11
19/10/2020 10:00;10.92;50.21
16/10/2020 17:30;10.92;50.54
16/10/2020 14:00;10.91;50.59
16/10/2020 10:00;10.98;50.13
15/10/2020 17:30;10.89;48.28
15/10/2020 14:00;10.92;48.36
15/10/2020 10:00;10.88;48.00
14/10/2020 17:30;10.82;48.05
14/10/2020 14:00;10.89;48.19
14/10/2020 10:00;10.92;48.82
13/10/2020 17:30;10.68;48.8
13/10/2020 14:00;10.71;48.95
13/10/2020 10:00;10.79;48.53
09/10/2020 17:30;10.69;49.00
09/10/2020 14:00;10.68;48.95
09/10/2020 10:00;10.87;48.74
08/10/2020 17:30;10.6;49.3
08/10/2020 14:00;10.61;49.27
08/10/2020 10:00;10.63;48.63
07/10/2020 17:30;10.38;48.24
07/10/2020 14:00;10.4;48.39
07/10/2020 10:00;10.41;48.06
06/10/2020 17:30;10.4;47.74
06/10/2020 14:00;10.42;47.94
06/10/2020 10:00;10.55;47.42
05/10/2020 17:30;10.47;47.34
05/10/2020 14:00;10.5;47.4
05/10/2020 10:00;10.41;47.15
02/10/2020 17:30;10.06;46.18
02/10/2020 14:00;10.15;46.33
02/10/2020 10:00;10.21;47.19
01/10/2020 17:30;10.25;46.38
01/10/2020 14:00;10.27;46.5
01/10/2020 10:00;10.11;46.24
30/09/2020 17:30;10.11;45.82
30/09/2020 14:00;10.1;45.55
30/09/2020 10:00;10.07;45.64
29/09/2020 17:30;10.15;46.97
29/09/2020 14:00;10.13;47.07
29/09/2020 10:00;10.01;47.9
28/09/2020 17:30;10.24;47.4
28/09/2020 14:00;10.2;47.6
28/09/2020 10:00;10.34;47.18
25/09/2020 17:30;10.54;48.1
25/09/2020 14:00;10.54;48.14
25/09/2020 10:00;10.52;47.86
24/09/2020 17:30;10.79;46.00
24/09/2020 14:00;10.78;46.00
24/09/2020 10:00;10.84;46.72
23/09/2020 17:30;10.43;46.5
23/09/2020 14:00;10.41;46.63
23/09/2020 10:00;10.69;46.78
22/09/2020 17:30;10.55;47.05
22/09/2020 14:00;10.63;47.37
22/09/2020 10:00;10.56;47.36
21/09/2020 17:30;10.46;48.39
21/09/2020 14:00;10.44;48.53
21/09/2020 10:00;10.45;48.04
18/09/2020 17:30;10.62;49.4
18/09/2020 14:00;10.63;50.05
18/09/2020 10:00;10.63;51.01
17/09/2020 17:30;10.92;49.02
17/09/2020 14:00;10.92;49.02
17/09/2020 10:00;10.83;48.34
16/09/2020 17:30;10.8;47.6
16/09/2020 14:00;10.81;47.58
16/09/2020 10:00;10.89;47.52
15/09/2020 17:30;10.69;48.95
15/09/2020 14:00;10.62;48.89
15/09/2020 10:00;10.69;47.48
14/09/2020 17:30;10.8;46.08
14/09/2020 14:00;10.82;46.12
14/09/2020 10:00;10.7;45.69
11/09/2020 17:30;10.67;45.42
11/09/2020 14:00;10.76;45.6
11/09/2020 10:00;10.8;45.04
10/09/2020 17:30;10.96;46.02
10/09/2020 14:00;11.03;46.35
10/09/2020 10:00;11.12;46.7
09/09/2020 17:30;11.18;47.07
09/09/2020 14:00;11.19;47.05
09/09/2020 10:00;11.15;46.83
08/09/2020 17:30;10.71;46.5
08/09/2020 14:00;10.72;46.78
08/09/2020 10:00;10.64;47.06
04/09/2020 17:30;10.81;47.47
04/09/2020 14:00;10.79;47.54
04/09/2020 10:00;10.72;47.4
03/09/2020 17:30;10.88;47.74
03/09/2020 14:00;10.92;48.00
03/09/2020 10:00;10.96;47.37
02/09/2020 17:30;10.9;49.38
02/09/2020 14:00;10.87;49.01
02/09/2020 10:00;10.82;48.91
01/09/2020 17:30;10.85;51.00
01/09/2020 14:00;10.84;51.12
01/09/2020 10:00;10.77;51.23
31/08/2020 17:30;10.59;50.12
31/08/2020 14:00;10.53;50.2
31/08/2020 10:00;10.65;50.25
28/08/2020 17:30;10.95;50.89
28/08/2020 14:00;10.97;50.99
28/08/2020 10:00;10.92;50.71
27/08/2020 17:30;10.81;51.6
27/08/2020 14:00;10.78;51.42
27/08/2020 10:00;10.72;51.29
26/08/2020 17:30;10.67;51.41
26/08/2020 14:00;10.65;51.76
26/08/2020 10:00;10.73;50.85
25/08/2020 17:30;11.15;51.00
25/08/2020 14:00;11.12;51.1
25/08/2020 10:00;10.98;51.55
24/08/2020 17:30;10.8;52.06
24/08/2020 14:00;10.8;52.15
24/08/2020 10:00;10.87;52.01
21/08/2020 17:30;10.77;52.2
21/08/2020 14:00;10.81;52.15
21/08/2020 10:00;10.66;51.58
20/08/2020 17:30;10.45;52.45
20/08/2020 14:00;10.45;52.25
20/08/2020 10:00;10.32;53.00
19/08/2020 17:30;10.49;50.4
19/08/2020 14:00;10.52;50.63
19/08/2020 10:00;10.51;52.21
18/08/2020 17:30;10.48;52.02
18/08/2020 14:00;10.46;52.00
18/08/2020 10:00;10.38;51.87
17/08/2020 17:30;10.2;50.62
17/08/2020 14:00;10.19;50.98
17/08/2020 10:00;10.25;51.00
14/08/2020 17:30;10.44;50.46
14/08/2020 14:00;10.4;50.49
14/08/2020 10:00;10.35;50.88
13/08/2020 17:30;10.47;48.41
13/08/2020 14:00;10.42;47.67
13/08/2020 10:00;10.67;47.91
12/08/2020 17:30;10.83;47.25
12/08/2020 14:00;10.77;47.23
12/08/2020 10:00;10.7;46.48
11/08/2020 17:30;11.02;47.01
11/08/2020 14:00;11.01;46.9
11/08/2020 10:00;11.13;47.22
10/08/2020 17:30;11.15;47.06
10/08/2020 14:00;11.19;47.36
10/08/2020 10:00;11.05;46.53
07/08/2020 17:30;11.18;46.29
07/08/2020 14:00;11.18;46.18
07/08/2020 10:00;11.19;46.71
06/08/2020 17:30;11.4;46.75
06/08/2020 14:00;11.41;46.32
06/08/2020 10:00;11.39;46.56
05/08/2020 17:30;11.00;45.07
05/08/2020 14:00;10.97;45.28
05/08/2020 10:00;10.97;45.00
04/08/2020 17:30;11.13;42.08
04/08/2020 14:00;11.06;42.08
04/08/2020 10:00;11.04;42.14
03/08/2020 17:30;11.4;43.02
03/08/2020 14:00;11.31;43.09
03/08/2020 10:00;11.33;43.29
31/07/2020 17:30;12.03;42.2
31/07/2020 14:00;12.00;42.00
31/07/2020 10:00;12.05;42.36
30/07/2020 17:30;12.24;42.33
30/07/2020 14:00;12.24;42.22
30/07/2020 10:00;12.19;41.99
29/07/2020 17:30;12.23;41.5
29/07/2020 14:00;12.19;41.49
29/07/2020 10:00;12.23;41.11
28/07/2020 17:30;12.33;41.95
28/07/2020 14:00;12.39;42.00
28/07/2020 10:00;12.44;41.72
27/07/2020 17:30;12.34;41.85
27/07/2020 14:00;12.35;41.67
27/07/2020 10:00;12.32;41.55
24/07/2020 17:30;12.01;42.1
24/07/2020 14:00;12.01;42.3
24/07/2020 10:00;12.06;42.24
23/07/2020 17:30;12.09;40.8
23/07/2020 14:00;12.14;40.74
23/07/2020 10:00;12.38;41.01
22/07/2020 17:30;12.37;39.31
22/07/2020 14:00;12.4;39.5
22/07/2020 10:00;12.37;39.25
21/07/2020 17:30;11.55;40.41
21/07/2020 14:00;11.51;40.5
21/07/2020 10:00;11.6;40.39
20/07/2020 17:30;11.62;40.1
20/07/2020 14:00;11.64;40.24
20/07/2020 10:00;11.43;39.71
17/07/2020 17:30;11.38;39.8
17/07/2020 14:00;11.33;39.85
17/07/2020 10:00;11.36;39.62
16/07/2020 17:30;11.3;38.69
16/07/2020 14:00;11.25;38.73
16/07/2020 10:00;11.34;38.7
15/07/2020 17:30;11.46;38.87
15/07/2020 14:00;11.45;38.85
15/07/2020 10:00;11.39;38.62
14/07/2020 17:30;11.42;36.61
14/07/2020 14:00;11.41;36.66
14/07/2020 10:00;11.37;36.75
13/07/2020 17:30;11.58;36.1
13/07/2020 14:00;11.67;36.06
13/07/2020 10:00;11.63;36.34
10/07/2020 17:30;11.52;36.65
10/07/2020 14:00;11.52;36.68
10/07/2020 10:00;11.51;36.67
09/07/2020 17:30;11.51;36.46
09/07/2020 14:00;11.57;36.47
09/07/2020 10:00;11.58;36.72
08/07/2020 17:30;11.48;36.21
08/07/2020 14:00;11.5;36.15
08/07/2020 10:00;11.42;36.46
07/07/2020 17:30;11.28;36.15
07/07/2020 14:00;11.26;36.19
07/07/2020 10:00;11.36;36.32
06/07/2020 17:30;11.31;36.96
06/07/2020 14:00;11.36;36.9
06/07/2020 10:00;11.28;36.94
03/07/2020 17:30;11.13;37.17
03/07/2020 14:00;11.13;37.27
03/07/2020 10:00;11.1;36.8
02/07/2020 17:30;11.11;36.83
02/07/2020 14:00;11.12;36.82
02/07/2020 10:00;11.17;36.98
01/07/2020 17:30;11.15;37.02
01/07/2020 14:00;11.17;37.14
01/07/2020 10:00;11.26;37.07
30/06/2020 17:30;10.95;36.7
30/06/2020 14:00;11.02;36.79
30/06/2020 10:00;11.07;36.68
29/06/2020 17:30;10.9;37.74
29/06/2020 14:00;10.87;37.73
29/06/2020 10:00;10.8;37.4
26/06/2020 17:30;10.62;37.79
26/06/2020 14:00;10.6;37.88
26/06/2020 10:00;10.8;38.35
25/06/2020 17:30;11.21;38.14
25/06/2020 14:00;11.19;38.08
25/06/2020 10:00;11.08;38.15
24/06/2020 17:30;11.09;38.57
24/06/2020 14:00;11.04;38.6
24/06/2020 10:00;11.05;38.12
23/06/2020 17:30;11.41;38.15
23/06/2020 14:00;11.4;38.04
23/06/2020 10:00;11.43;38.36
22/06/2020 17:30;11.56;38.69
22/06/2020 14:00;11.58;38.99
22/06/2020 10:00;11.76;38.72
19/06/2020 17:30;11.24;39.32
19/06/2020 14:00;11.38;39.5
19/06/2020 10:00;11.46;39.16
18/06/2020 17:30;11.37;39.47
18/06/2020 14:00;11.36;39.55
18/06/2020 10:00;11.43;39.54
17/06/2020 17:30;11.7;38.88
17/06/2020 14:00;11.72;38.9
17/06/2020 10:00;11.73;38.56
16/06/2020 17:30;11.2;38.21
16/06/2020 14:00;11.12;38.1
16/06/2020 10:00;11.35;38.37
15/06/2020 17:30;10.84;38.53
15/06/2020 14:00;10.75;38.49
15/06/2020 10:00;10.78;37.66
12/06/2020 17:30;11.05;36.86
12/06/2020 14:00;11.03;37.01
12/06/2020 10:00;10.92;36.66
10/06/2020 17:30;11.49;38.11
10/06/2020 14:00;11.51;38.13
10/06/2020 10:00;11.68;38.58
09/06/2020 17:30;12.09;38.28
09/06/2020 14:00;12.05;38.17
09/06/2020 10:00;11.87;38.23
08/06/2020 17:30;11.96;38.15
08/06/2020 14:00;12.01;38.16
08/06/2020 10:00;11.8;37.9
05/06/2020 17:30;11.39;38.32
05/06/2020 14:00;11.4;38.3
05/06/2020 10:00;11.58;38.5
04/06/2020 17:30;11.23;39.99
04/06/2020 14:00;11.18;39.85
04/06/2020 10:00;11.17;39.65
